,Airline,Source City,Destination City,Stops,Price,Duration_in_Minutes,Next_day_Arrival,Departure_Part_of_the_day,Arrival_Part_of_the_day,Day,Days_priors_booking
868,IndiGo,Mumbai,Kolkata,1 Stop,8831.0,330.0,No,Noon,Eve,Saturday,7
869,IndiGo,Mumbai,Kolkata,1 Stop,8831.0,430.0,No,Morning,Eve,Saturday,7
870,IndiGo,Mumbai,Kolkata,1 Stop,8831.0,465.0,No,Noon,Night,Saturday,7
871,IndiGo,Mumbai,Kolkata,1 Stop,8831.0,515.0,No,Early Morning,Noon,Saturday,7
872,IndiGo,Mumbai,Kolkata,1 Stop,8831.0,565.0,No,Morning,Night,Saturday,7
873,Air India,Mumbai,Kolkata,2 Stop(s),8988.0,615.0,No,Early Morning,Noon,Saturday,7
874,Vistara,Mumbai,Kolkata,1 Stop,9109.0,1090.0,Yes,Night,Noon,Saturday,7
875,Vistara,Mumbai,Kolkata,1 Stop,9109.0,1140.0,Yes,Night,Noon,Saturday,7
876,Vistara,Mumbai,Kolkata,1 Stop,9109.0,1200.0,Yes,Eve,Noon,Saturday,7
877,Vistara,Mumbai,Kolkata,1 Stop,9109.0,1270.0,Yes,Eve,Noon,Saturday,7
878,Vistara,Mumbai,Kolkata,1 Stop,9109.0,1345.0,Yes,Eve,Noon,Saturday,7
879,Vistara,Mumbai,Kolkata,1 Stop,9109.0,1405.0,Yes,Eve,Noon,Saturday,7
880,Vistara,Mumbai,Kolkata,1 Stop,9109.0,1510.0,Yes,Noon,Noon,Saturday,7
881,Vistara,Mumbai,Kolkata,1 Stop,9109.0,1575.0,Yes,Noon,Noon,Saturday,7
882,IndiGo,Mumbai,Kolkata,1 Stop,9198.0,320.0,No,Morning,Noon,Saturday,7
883,IndiGo,Mumbai,Kolkata,1 Stop,9198.0,520.0,No,Morning,Eve,Saturday,7
884,IndiGo,Mumbai,Kolkata,1 Stop,9198.0,655.0,No,Morning,Night,Saturday,7
885,Vistara,Mumbai,Kolkata,Non Stop,10038.0,175.0,No,Noon,Noon,Saturday,7
886,IndiGo,Mumbai,Kolkata,1 Stop,10353.0,375.0,No,Noon,Night,Saturday,7
887,IndiGo,Mumbai,Kolkata,1 Stop,10353.0,535.0,No,Noon,Night,Saturday,7
888,IndiGo,Mumbai,Kolkata,1 Stop,10353.0,620.0,No,Early Morning,Noon,Saturday,7
889,IndiGo,Mumbai,Kolkata,1 Stop,10353.0,635.0,No,Morning,Night,Saturday,7
890,Air India,Mumbai,Kolkata,1 Stop,10353.0,650.0,Yes,Night,Early Morning,Saturday,7
891,Air India,Mumbai,Kolkata,1 Stop,10353.0,760.0,Yes,Eve,Early Morning,Saturday,7
892,Air Asia,Mumbai,Kolkata,1 Stop,7360.0,255.0,No,Noon,Eve,Sunday,8
893,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,290.0,Yes,Eve,Late Night,Sunday,8
894,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,320.0,Yes,Eve,Late Night,Sunday,8
895,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,325.0,Yes,Eve,Late Night,Sunday,8
896,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,565.0,Yes,Night,Early Morning,Sunday,8
897,Air Asia,Mumbai,Kolkata,2 Stop(s),7410.0,640.0,Yes,Noon,Late Night,Sunday,8
898,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,685.0,Yes,Eve,Early Morning,Sunday,8
899,SpiceJet,Mumbai,Kolkata,1 Stop,7412.0,255.0,No,Morning,Noon,Sunday,8
900,SpiceJet,Mumbai,Kolkata,1 Stop,7412.0,435.0,No,Morning,Noon,Sunday,8
901,SpiceJet,Mumbai,Kolkata,1 Stop,7412.0,505.0,No,Early Morning,Noon,Sunday,8
902,Go First,Mumbai,Kolkata,1 Stop,7412.0,590.0,Yes,Night,Early Morning,Sunday,8
903,SpiceJet,Mumbai,Kolkata,1 Stop,7412.0,685.0,No,Early Morning,Noon,Sunday,8
904,SpiceJet,Mumbai,Kolkata,1 Stop,7412.0,880.0,Yes,Night,Morning,Sunday,8
905,SpiceJet,Mumbai,Kolkata,1 Stop,7412.0,1405.0,Yes,Night,Night,Sunday,8
906,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,320.0,No,Early Morning,Morning,Sunday,8
907,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,610.0,Yes,Night,Early Morning,Sunday,8
908,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,665.0,Yes,Night,Early Morning,Sunday,8
909,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,695.0,No,Early Morning,Eve,Sunday,8
910,Air Asia,Mumbai,Kolkata,1 Stop,7728.0,475.0,Yes,Night,Early Morning,Sunday,8
911,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,910.0,Yes,Night,Morning,Sunday,8
912,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,1435.0,Yes,Night,Night,Sunday,8
913,SpiceJet,Mumbai,Kolkata,1 Stop,8358.0,635.0,Yes,Night,Early Morning,Sunday,8
914,SpiceJet,Mumbai,Kolkata,1 Stop,8358.0,665.0,Yes,Night,Early Morning,Sunday,8
915,IndiGo,Mumbai,Kolkata,Non Stop,8673.0,145.0,Yes,Night,Late Night,Sunday,8
916,Vistara,Mumbai,Kolkata,1 Stop,9109.0,300.0,No,Morning,Noon,Sunday,8
917,Vistara,Mumbai,Kolkata,1 Stop,9109.0,390.0,No,Morning,Noon,Sunday,8
918,Vistara,Mumbai,Kolkata,1 Stop,9109.0,490.0,No,Early Morning,Noon,Sunday,8
919,Vistara,Mumbai,Kolkata,1 Stop,9109.0,565.0,No,Early Morning,Noon,Sunday,8
920,Vistara,Mumbai,Kolkata,1 Stop,9109.0,1090.0,Yes,Night,Noon,Sunday,8
921,Vistara,Mumbai,Kolkata,1 Stop,9109.0,1140.0,Yes,Night,Noon,Sunday,8
922,Vistara,Mumbai,Kolkata,1 Stop,9109.0,1200.0,Yes,Eve,Noon,Sunday,8
923,Vistara,Mumbai,Kolkata,1 Stop,9109.0,1270.0,Yes,Eve,Noon,Sunday,8
924,Vistara,Mumbai,Kolkata,1 Stop,9109.0,1345.0,Yes,Eve,Noon,Sunday,8
925,Vistara,Mumbai,Kolkata,1 Stop,9109.0,1510.0,Yes,Noon,Noon,Sunday,8
926,Vistara,Mumbai,Kolkata,1 Stop,9109.0,1575.0,Yes,Noon,Noon,Sunday,8
927,IndiGo,Mumbai,Kolkata,1 Stop,9303.0,565.0,No,Morning,Night,Sunday,8
928,IndiGo,Mumbai,Kolkata,1 Stop,9303.0,655.0,No,Morning,Night,Sunday,8
929,IndiGo,Mumbai,Kolkata,1 Stop,9461.0,465.0,No,Noon,Night,Sunday,8
930,Go First,Mumbai,Kolkata,Non Stop,9566.0,155.0,Yes,Night,Late Night,Sunday,8
931,Air Asia,Mumbai,Kolkata,1 Stop,9897.0,500.0,Yes,Noon,Late Night,Sunday,8
932,IndiGo,Mumbai,Kolkata,1 Stop,9933.0,315.0,No,Early Morning,Morning,Sunday,8
933,IndiGo,Mumbai,Kolkata,1 Stop,9933.0,515.0,No,Early Morning,Noon,Sunday,8
934,IndiGo,Mumbai,Kolkata,1 Stop,10091.0,305.0,No,Noon,Night,Sunday,8
935,IndiGo,Mumbai,Kolkata,1 Stop,10143.0,320.0,No,Morning,Noon,Sunday,8
936,IndiGo,Mumbai,Kolkata,1 Stop,10143.0,430.0,No,Morning,Eve,Sunday,8
937,IndiGo,Mumbai,Kolkata,1 Stop,10143.0,520.0,No,Morning,Eve,Sunday,8
938,IndiGo,Mumbai,Kolkata,1 Stop,10301.0,330.0,No,Noon,Eve,Sunday,8
939,Vistara,Mumbai,Kolkata,1 Stop,10369.0,1405.0,Yes,Eve,Noon,Sunday,8
940,IndiGo,Mumbai,Kolkata,1 Stop,10563.0,635.0,No,Morning,Night,Sunday,8
941,IndiGo,Mumbai,Kolkata,1 Stop,10642.0,590.0,No,Morning,Night,Sunday,8
942,Air India,Mumbai,Kolkata,1 Stop,10668.0,1690.0,Yes,Early Morning,Morning,Sunday,8
943,IndiGo,Mumbai,Kolkata,1 Stop,10721.0,535.0,No,Noon,Night,Sunday,8
944,IndiGo,Mumbai,Kolkata,1 Stop,10773.0,620.0,No,Early Morning,Noon,Sunday,8
945,Air India,Mumbai,Kolkata,1 Stop,10773.0,650.0,Yes,Night,Early Morning,Sunday,8
946,Air India,Mumbai,Kolkata,1 Stop,10773.0,760.0,Yes,Eve,Early Morning,Sunday,8
947,Air India,Mumbai,Kolkata,1 Stop,10773.0,1580.0,Yes,Early Morning,Early Morning,Sunday,8
948,Vistara,Mumbai,Kolkata,Non Stop,10983.0,160.0,No,Early Morning,Morning,Sunday,8
949,Air India,Mumbai,Kolkata,1 Stop,11088.0,1470.0,Yes,Morning,Morning,Sunday,8
950,Air Asia,Mumbai,Kolkata,1 Stop,11158.0,545.0,No,Morning,Night,Sunday,8
951,IndiGo,Mumbai,Kolkata,1 Stop,11351.0,375.0,No,Noon,Night,Sunday,8
952,IndiGo,Mumbai,Kolkata,Non Stop,11403.0,155.0,Yes,Night,Late Night,Sunday,8
953,Go First,Mumbai,Kolkata,1 Stop,11517.0,840.0,Yes,Eve,Early Morning,Sunday,8
954,Go First,Mumbai,Kolkata,1 Stop,12217.0,790.0,Yes,Eve,Morning,Sunday,8
955,Go First,Mumbai,Kolkata,1 Stop,12531.0,575.0,Yes,Night,Early Morning,Sunday,8
956,Go First,Mumbai,Kolkata,1 Stop,12531.0,610.0,Yes,Night,Early Morning,Sunday,8
957,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,290.0,Yes,Eve,Late Night,Monday,9
958,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,320.0,Yes,Eve,Late Night,Monday,9
959,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,325.0,Yes,Eve,Late Night,Monday,9
960,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,475.0,Yes,Night,Early Morning,Monday,9
961,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,545.0,No,Morning,Night,Monday,9
962,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,565.0,Yes,Night,Early Morning,Monday,9
963,Air Asia,Mumbai,Kolkata,2 Stop(s),7410.0,640.0,Yes,Noon,Late Night,Monday,9
964,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,685.0,Yes,Eve,Early Morning,Monday,9
965,SpiceJet,Mumbai,Kolkata,Non Stop,7412.0,155.0,No,Early Morning,Early Morning,Monday,9
966,SpiceJet,Mumbai,Kolkata,Non Stop,7412.0,155.0,No,Noon,Eve,Monday,9
967,SpiceJet,Mumbai,Kolkata,Non Stop,7412.0,155.0,No,Eve,Night,Monday,9
968,Go First,Mumbai,Kolkata,Non Stop,7412.0,160.0,No,Early Morning,Morning,Monday,9
969,Go First,Mumbai,Kolkata,Non Stop,7412.0,160.0,No,Night,Night,Monday,9
970,Go First,Mumbai,Kolkata,1 Stop,7412.0,345.0,No,Early Morning,Noon,Monday,9
971,Go First,Mumbai,Kolkata,1 Stop,7412.0,590.0,Yes,Night,Early Morning,Monday,9
972,Vistara,Mumbai,Kolkata,Non Stop,7413.0,160.0,No,Early Morning,Morning,Monday,9
973,Vistara,Mumbai,Kolkata,Non Stop,7413.0,165.0,No,Eve,Eve,Monday,9
974,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,305.0,No,Noon,Night,Monday,9
975,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,365.0,No,Early Morning,Noon,Monday,9
976,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,460.0,No,Noon,Night,Monday,9
977,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,510.0,No,Morning,Eve,Monday,9
978,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,565.0,No,Morning,Night,Monday,9
979,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,610.0,Yes,Night,Early Morning,Monday,9
980,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,665.0,Yes,Night,Early Morning,Monday,9
981,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,695.0,No,Early Morning,Eve,Monday,9
982,Air Asia,Mumbai,Kolkata,Non Stop,7414.0,160.0,No,Noon,Eve,Monday,9
983,Air Asia,Mumbai,Kolkata,Non Stop,7414.0,165.0,No,Early Morning,Morning,Monday,9
984,IndiGo,Mumbai,Kolkata,Non Stop,7833.0,165.0,No,Early Morning,Early Morning,Monday,9
985,Vistara,Mumbai,Kolkata,Non Stop,7833.0,175.0,No,Noon,Noon,Monday,9
986,SpiceJet,Mumbai,Kolkata,1 Stop,8042.0,1615.0,Yes,Night,Late Night,Monday,9
987,IndiGo,Mumbai,Kolkata,Non Stop,8253.0,155.0,No,Late Night,Late Night,Monday,9
988,IndiGo,Mumbai,Kolkata,Non Stop,8253.0,165.0,No,Eve,Night,Monday,9
989,IndiGo,Mumbai,Kolkata,Non Stop,8253.0,170.0,No,Early Morning,Morning,Monday,9
990,IndiGo,Mumbai,Kolkata,Non Stop,8673.0,160.0,No,Noon,Noon,Monday,9
991,Vistara,Mumbai,Kolkata,1 Stop,8794.0,1090.0,Yes,Night,Noon,Monday,9
992,Vistara,Mumbai,Kolkata,1 Stop,8794.0,1140.0,Yes,Night,Noon,Monday,9
993,Vistara,Mumbai,Kolkata,1 Stop,8794.0,1200.0,Yes,Eve,Noon,Monday,9
994,Vistara,Mumbai,Kolkata,1 Stop,8794.0,1270.0,Yes,Eve,Noon,Monday,9
995,Vistara,Mumbai,Kolkata,1 Stop,8794.0,1345.0,Yes,Eve,Noon,Monday,9
996,Vistara,Mumbai,Kolkata,1 Stop,8794.0,1405.0,Yes,Eve,Noon,Monday,9
997,Vistara,Mumbai,Kolkata,1 Stop,8794.0,1510.0,Yes,Noon,Noon,Monday,9
998,Vistara,Mumbai,Kolkata,1 Stop,8794.0,1575.0,Yes,Noon,Noon,Monday,9
999,Vistara,Mumbai,Kolkata,1 Stop,9109.0,300.0,No,Morning,Noon,Monday,9
1000,Vistara,Mumbai,Kolkata,1 Stop,9109.0,390.0,No,Morning,Noon,Monday,9
1001,Vistara,Mumbai,Kolkata,1 Stop,9109.0,490.0,No,Early Morning,Noon,Monday,9
1002,Vistara,Mumbai,Kolkata,1 Stop,9109.0,565.0,No,Early Morning,Noon,Monday,9
1003,IndiGo,Mumbai,Kolkata,Non Stop,9513.0,150.0,No,Eve,Eve,Monday,9
1004,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,320.0,No,Morning,Noon,Monday,9
1005,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,325.0,No,Noon,Eve,Monday,9
1006,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,375.0,No,Noon,Night,Monday,9
1007,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,430.0,No,Morning,Eve,Monday,9
1008,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,520.0,No,Morning,Eve,Monday,9
1009,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,530.0,No,Noon,Night,Monday,9
1010,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,635.0,No,Morning,Night,Monday,9
1011,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,655.0,No,Morning,Night,Monday,9
1012,Air Asia,Mumbai,Kolkata,1 Stop,9514.0,710.0,No,Morning,Night,Monday,9
1013,Air India,Mumbai,Kolkata,Non Stop,9618.0,165.0,No,Eve,Night,Monday,9
1014,Air India,Mumbai,Kolkata,1 Stop,9618.0,650.0,Yes,Night,Early Morning,Monday,9
1015,Air India,Mumbai,Kolkata,1 Stop,9618.0,760.0,Yes,Eve,Early Morning,Monday,9
1016,Air India,Mumbai,Kolkata,1 Stop,9618.0,1580.0,Yes,Early Morning,Early Morning,Monday,9
1017,Go First,Mumbai,Kolkata,1 Stop,9723.0,830.0,No,Early Morning,Eve,Monday,9
1018,Air India,Mumbai,Kolkata,1 Stop,9828.0,935.0,Yes,Noon,Early Morning,Monday,9
1019,Vistara,Mumbai,Kolkata,1 Stop,9896.0,650.0,Yes,Night,Morning,Monday,9
1020,Vistara,Mumbai,Kolkata,1 Stop,9896.0,700.0,Yes,Night,Morning,Monday,9
1021,Vistara,Mumbai,Kolkata,1 Stop,9896.0,760.0,Yes,Eve,Morning,Monday,9
1022,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,290.0,Yes,Eve,Late Night,Wednesday,11
1023,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,320.0,Yes,Eve,Late Night,Wednesday,11
1024,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,325.0,Yes,Eve,Late Night,Wednesday,11
1025,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,475.0,Yes,Night,Early Morning,Wednesday,11
1026,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,545.0,No,Morning,Night,Wednesday,11
1027,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,565.0,Yes,Night,Early Morning,Wednesday,11
1028,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,600.0,No,Morning,Night,Wednesday,11
1029,Air Asia,Mumbai,Kolkata,2 Stop(s),7410.0,640.0,Yes,Noon,Late Night,Wednesday,11
1030,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,685.0,Yes,Eve,Early Morning,Wednesday,11
1031,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,710.0,No,Morning,Night,Wednesday,11
1032,SpiceJet,Mumbai,Kolkata,Non Stop,7412.0,155.0,No,Early Morning,Early Morning,Wednesday,11
1033,SpiceJet,Mumbai,Kolkata,Non Stop,7412.0,155.0,No,Noon,Eve,Wednesday,11
1034,SpiceJet,Mumbai,Kolkata,Non Stop,7412.0,155.0,No,Eve,Night,Wednesday,11
1035,Go First,Mumbai,Kolkata,Non Stop,7412.0,160.0,No,Early Morning,Morning,Wednesday,11
1036,Go First,Mumbai,Kolkata,Non Stop,7412.0,160.0,No,Night,Night,Wednesday,11
1037,Go First,Mumbai,Kolkata,1 Stop,7412.0,345.0,No,Early Morning,Noon,Wednesday,11
1038,Go First,Mumbai,Kolkata,1 Stop,7412.0,590.0,Yes,Night,Early Morning,Wednesday,11
1039,SpiceJet,Mumbai,Kolkata,1 Stop,7412.0,1615.0,Yes,Night,Late Night,Wednesday,11
1040,IndiGo,Mumbai,Kolkata,Non Stop,7413.0,155.0,No,Late Night,Late Night,Wednesday,11
1041,Vistara,Mumbai,Kolkata,Non Stop,7413.0,160.0,No,Early Morning,Morning,Wednesday,11
1042,Vistara,Mumbai,Kolkata,Non Stop,7413.0,165.0,No,Eve,Eve,Wednesday,11
1043,IndiGo,Mumbai,Kolkata,Non Stop,7413.0,165.0,No,Eve,Night,Wednesday,11
1044,IndiGo,Mumbai,Kolkata,Non Stop,7413.0,170.0,No,Early Morning,Morning,Wednesday,11
1045,Vistara,Mumbai,Kolkata,Non Stop,7413.0,175.0,No,Noon,Noon,Wednesday,11
1046,IndiGo,Mumbai,Kolkata,Non Stop,7413.0,180.0,No,Early Morning,Early Morning,Wednesday,11
1047,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,325.0,No,Noon,Eve,Wednesday,11
1048,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,330.0,No,Noon,Eve,Wednesday,11
1049,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,430.0,No,Morning,Eve,Wednesday,11
1050,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,520.0,No,Morning,Eve,Wednesday,11
1051,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,610.0,Yes,Night,Early Morning,Wednesday,11
1052,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,665.0,Yes,Night,Early Morning,Wednesday,11
1053,Air Asia,Mumbai,Kolkata,Non Stop,7414.0,160.0,No,Noon,Eve,Wednesday,11
1054,Air Asia,Mumbai,Kolkata,Non Stop,7414.0,165.0,No,Early Morning,Morning,Wednesday,11
1055,IndiGo,Mumbai,Kolkata,Non Stop,8253.0,150.0,No,Eve,Eve,Wednesday,11
1056,IndiGo,Mumbai,Kolkata,Non Stop,8253.0,160.0,No,Noon,Noon,Wednesday,11
1057,IndiGo,Mumbai,Kolkata,1 Stop,8705.0,695.0,No,Early Morning,Eve,Wednesday,11
1058,Air India,Mumbai,Kolkata,Non Stop,8778.0,165.0,No,Eve,Night,Wednesday,11
1059,Vistara,Mumbai,Kolkata,1 Stop,8794.0,300.0,No,Morning,Noon,Wednesday,11
1060,Vistara,Mumbai,Kolkata,1 Stop,8794.0,390.0,No,Morning,Noon,Wednesday,11
1061,Vistara,Mumbai,Kolkata,1 Stop,8794.0,490.0,No,Early Morning,Noon,Wednesday,11
1062,Vistara,Mumbai,Kolkata,1 Stop,8794.0,565.0,No,Early Morning,Noon,Wednesday,11
1063,Vistara,Mumbai,Kolkata,1 Stop,8794.0,575.0,Yes,Night,Early Morning,Wednesday,11
1064,Vistara,Mumbai,Kolkata,1 Stop,8794.0,625.0,Yes,Night,Early Morning,Wednesday,11
1065,Vistara,Mumbai,Kolkata,1 Stop,8794.0,650.0,Yes,Night,Morning,Wednesday,11
1066,Vistara,Mumbai,Kolkata,1 Stop,8794.0,685.0,Yes,Eve,Early Morning,Wednesday,11
1067,Vistara,Mumbai,Kolkata,1 Stop,8794.0,700.0,Yes,Night,Morning,Wednesday,11
1068,Vistara,Mumbai,Kolkata,1 Stop,8794.0,755.0,Yes,Eve,Early Morning,Wednesday,11
1069,Vistara,Mumbai,Kolkata,1 Stop,8794.0,760.0,Yes,Eve,Morning,Wednesday,11
1070,Vistara,Mumbai,Kolkata,1 Stop,8794.0,830.0,Yes,Eve,Early Morning,Wednesday,11
1071,Vistara,Mumbai,Kolkata,1 Stop,8794.0,830.0,Yes,Eve,Morning,Wednesday,11
1072,Vistara,Mumbai,Kolkata,1 Stop,8794.0,890.0,Yes,Eve,Early Morning,Wednesday,11
1073,Vistara,Mumbai,Kolkata,1 Stop,8794.0,905.0,Yes,Eve,Morning,Wednesday,11
1074,Vistara,Mumbai,Kolkata,1 Stop,8794.0,965.0,Yes,Eve,Morning,Wednesday,11
1075,Vistara,Mumbai,Kolkata,1 Stop,8794.0,995.0,Yes,Noon,Early Morning,Wednesday,11
1076,Air India,Mumbai,Kolkata,2 Stop(s),8988.0,615.0,No,Early Morning,Noon,Wednesday,11
1077,IndiGo,Mumbai,Kolkata,1 Stop,9093.0,305.0,No,Noon,Night,Wednesday,11
1078,IndiGo,Mumbai,Kolkata,1 Stop,9093.0,460.0,No,Noon,Night,Wednesday,11
1079,IndiGo,Mumbai,Kolkata,1 Stop,9093.0,565.0,No,Morning,Night,Wednesday,11
1080,IndiGo,Mumbai,Kolkata,1 Stop,9093.0,655.0,No,Morning,Night,Wednesday,11
1081,Air India,Mumbai,Kolkata,1 Stop,9303.0,650.0,Yes,Night,Early Morning,Wednesday,11
1082,Air India,Mumbai,Kolkata,1 Stop,9303.0,760.0,Yes,Eve,Early Morning,Wednesday,11
1083,Air India,Mumbai,Kolkata,1 Stop,9303.0,1580.0,Yes,Early Morning,Early Morning,Wednesday,11
1084,IndiGo,Mumbai,Kolkata,1 Stop,9350.0,365.0,No,Early Morning,Noon,Wednesday,11
1085,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,315.0,No,Early Morning,Morning,Wednesday,11
1086,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,320.0,No,Morning,Noon,Wednesday,11
1087,Air Asia,Mumbai,Kolkata,1 Stop,7360.0,255.0,No,Noon,Eve,Thursday,12
1088,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,290.0,Yes,Eve,Late Night,Thursday,12
1089,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,320.0,Yes,Eve,Late Night,Thursday,12
1090,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,325.0,Yes,Eve,Late Night,Thursday,12
1091,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,475.0,Yes,Night,Early Morning,Thursday,12
1092,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,500.0,Yes,Noon,Late Night,Thursday,12
1093,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,545.0,No,Morning,Night,Thursday,12
1094,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,565.0,Yes,Night,Early Morning,Thursday,12
1095,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,600.0,No,Morning,Night,Thursday,12
1096,Air Asia,Mumbai,Kolkata,2 Stop(s),7410.0,640.0,Yes,Noon,Late Night,Thursday,12
1097,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,685.0,Yes,Eve,Early Morning,Thursday,12
1098,Go First,Mumbai,Kolkata,Non Stop,7412.0,155.0,Yes,Night,Late Night,Thursday,12
1099,Go First,Mumbai,Kolkata,Non Stop,7412.0,160.0,No,Early Morning,Early Morning,Thursday,12
1100,SpiceJet,Mumbai,Kolkata,1 Stop,7412.0,255.0,No,Morning,Noon,Thursday,12
1101,Go First,Mumbai,Kolkata,1 Stop,7412.0,345.0,No,Early Morning,Noon,Thursday,12
1102,Go First,Mumbai,Kolkata,1 Stop,7412.0,345.0,No,Noon,Night,Thursday,12
1103,SpiceJet,Mumbai,Kolkata,1 Stop,7412.0,435.0,No,Morning,Noon,Thursday,12
1104,Go First,Mumbai,Kolkata,1 Stop,7412.0,590.0,Yes,Night,Early Morning,Thursday,12
1105,Go First,Mumbai,Kolkata,1 Stop,7412.0,805.0,No,Early Morning,Night,Thursday,12
1106,IndiGo,Mumbai,Kolkata,Non Stop,7413.0,145.0,Yes,Night,Late Night,Thursday,12
1107,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,300.0,No,Eve,Night,Thursday,12
1108,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,320.0,No,Early Morning,Morning,Thursday,12
1109,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,365.0,No,Early Morning,Noon,Thursday,12
1110,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,465.0,No,Noon,Night,Thursday,12
1111,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,565.0,No,Morning,Night,Thursday,12
1112,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,590.0,No,Morning,Night,Thursday,12
1113,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,620.0,No,Early Morning,Noon,Thursday,12
1114,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,695.0,No,Early Morning,Eve,Thursday,12
1115,SpiceJet,Mumbai,Kolkata,1 Stop,7518.0,260.0,No,Noon,Eve,Thursday,12
1116,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,380.0,No,Noon,Eve,Thursday,12
1117,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,505.0,No,Early Morning,Noon,Thursday,12
1118,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,635.0,Yes,Night,Early Morning,Thursday,12
1119,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,665.0,Yes,Night,Early Morning,Thursday,12
1120,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,680.0,No,Early Morning,Eve,Thursday,12
1121,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,685.0,No,Early Morning,Noon,Thursday,12
1122,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,880.0,Yes,Night,Morning,Thursday,12
1123,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,910.0,Yes,Night,Morning,Thursday,12
1124,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,1405.0,Yes,Night,Night,Thursday,12
1125,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,1435.0,Yes,Night,Night,Thursday,12
1126,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,1515.0,Yes,Night,Night,Thursday,12
