,Airline,Source City,Destination City,Stops,Price,Duration_in_Minutes,Next_day_Arrival,Departure_Part_of_the_day,Arrival_Part_of_the_day,Day,Days_priors_booking
1350,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,325.0,Yes,Eve,Late Night,Tuesday,17
1351,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,475.0,Yes,Night,Early Morning,Tuesday,17
1352,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,500.0,Yes,Noon,Late Night,Tuesday,17
1353,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,545.0,No,Morning,Night,Tuesday,17
1354,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,565.0,Yes,Night,Early Morning,Tuesday,17
1355,Air Asia,Mumbai,Kolkata,2 Stop(s),7410.0,590.0,Yes,Noon,Late Night,Tuesday,17
1356,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,600.0,No,Morning,Night,Tuesday,17
1357,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,685.0,Yes,Eve,Early Morning,Tuesday,17
1358,Go First,Mumbai,Kolkata,Non Stop,7412.0,155.0,Yes,Night,Late Night,Tuesday,17
1359,Go First,Mumbai,Kolkata,Non Stop,7412.0,160.0,No,Early Morning,Early Morning,Tuesday,17
1360,SpiceJet,Mumbai,Kolkata,1 Stop,7412.0,255.0,No,Morning,Noon,Tuesday,17
1361,SpiceJet,Mumbai,Kolkata,1 Stop,7412.0,260.0,No,Noon,Eve,Tuesday,17
1362,Go First,Mumbai,Kolkata,1 Stop,7412.0,345.0,No,Early Morning,Noon,Tuesday,17
1363,Go First,Mumbai,Kolkata,1 Stop,7412.0,345.0,No,Noon,Night,Tuesday,17
1364,Go First,Mumbai,Kolkata,1 Stop,7412.0,440.0,No,Noon,Night,Tuesday,17
1365,Go First,Mumbai,Kolkata,1 Stop,7412.0,575.0,Yes,Night,Early Morning,Tuesday,17
1366,Go First,Mumbai,Kolkata,1 Stop,7412.0,590.0,Yes,Night,Early Morning,Tuesday,17
1367,Go First,Mumbai,Kolkata,1 Stop,7412.0,610.0,Yes,Night,Early Morning,Tuesday,17
1368,Go First,Mumbai,Kolkata,1 Stop,7412.0,670.0,Yes,Eve,Early Morning,Tuesday,17
1369,Go First,Mumbai,Kolkata,1 Stop,7412.0,750.0,Yes,Eve,Early Morning,Tuesday,17
1370,Go First,Mumbai,Kolkata,1 Stop,7412.0,805.0,No,Early Morning,Night,Tuesday,17
1371,Go First,Mumbai,Kolkata,1 Stop,7412.0,835.0,No,Morning,Night,Tuesday,17
1372,IndiGo,Mumbai,Kolkata,Non Stop,7413.0,145.0,Yes,Night,Late Night,Tuesday,17
1373,IndiGo,Mumbai,Kolkata,Non Stop,7413.0,155.0,Yes,Night,Late Night,Tuesday,17
1374,Vistara,Mumbai,Kolkata,Non Stop,7413.0,160.0,No,Early Morning,Morning,Tuesday,17
1375,Vistara,Mumbai,Kolkata,Non Stop,7413.0,175.0,No,Noon,Noon,Tuesday,17
1376,Air India,Mumbai,Kolkata,1 Stop,7413.0,255.0,No,Early Morning,Morning,Tuesday,17
1377,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,300.0,No,Eve,Night,Tuesday,17
1378,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,305.0,No,Noon,Night,Tuesday,17
1379,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,320.0,No,Early Morning,Morning,Tuesday,17
1380,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,330.0,No,Noon,Eve,Tuesday,17
1381,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,365.0,No,Early Morning,Noon,Tuesday,17
1382,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,375.0,No,Noon,Night,Tuesday,17
1383,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,430.0,No,Morning,Eve,Tuesday,17
1384,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,465.0,No,Noon,Night,Tuesday,17
1385,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,510.0,No,Morning,Eve,Tuesday,17
1386,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,520.0,No,Morning,Eve,Tuesday,17
1387,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,535.0,No,Noon,Night,Tuesday,17
1388,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,565.0,No,Morning,Night,Tuesday,17
1389,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,590.0,No,Morning,Night,Tuesday,17
1390,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,610.0,Yes,Night,Early Morning,Tuesday,17
1391,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,620.0,No,Early Morning,Noon,Tuesday,17
1392,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,635.0,No,Morning,Night,Tuesday,17
1393,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,655.0,No,Morning,Night,Tuesday,17
1394,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,695.0,No,Early Morning,Eve,Tuesday,17
1395,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,320.0,No,Early Morning,Morning,Tuesday,17
1396,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,380.0,No,Noon,Eve,Tuesday,17
1397,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,505.0,No,Early Morning,Noon,Tuesday,17
1398,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,635.0,Yes,Night,Early Morning,Tuesday,17
1399,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,665.0,Yes,Night,Early Morning,Tuesday,17
1400,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,680.0,No,Early Morning,Eve,Tuesday,17
1401,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,880.0,Yes,Night,Morning,Tuesday,17
1402,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,910.0,Yes,Night,Morning,Tuesday,17
1403,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,1405.0,Yes,Night,Night,Tuesday,17
1404,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,1435.0,Yes,Night,Night,Tuesday,17
1405,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,1515.0,Yes,Night,Night,Tuesday,17
1406,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,1545.0,Yes,Night,Night,Tuesday,17
1407,Air India,Mumbai,Kolkata,2 Stop(s),8100.0,615.0,No,Early Morning,Noon,Tuesday,17
1408,Air India,Mumbai,Kolkata,2 Stop(s),8100.0,1125.0,Yes,Night,Noon,Tuesday,17
1409,Air India,Mumbai,Kolkata,2 Stop(s),8100.0,1235.0,Yes,Eve,Noon,Tuesday,17
1410,Air India,Mumbai,Kolkata,2 Stop(s),8542.0,1610.0,Yes,Morning,Noon,Tuesday,17
1411,Air India,Mumbai,Kolkata,1 Stop,8585.0,650.0,Yes,Night,Early Morning,Tuesday,17
1412,Air Asia,Mumbai,Kolkata,1 Stop,7360.0,255.0,No,Noon,Eve,Thursday,19
1413,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,290.0,Yes,Eve,Late Night,Thursday,19
1414,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,320.0,Yes,Eve,Late Night,Thursday,19
1415,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,325.0,Yes,Eve,Late Night,Thursday,19
1416,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,475.0,Yes,Night,Early Morning,Thursday,19
1417,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,500.0,Yes,Noon,Late Night,Thursday,19
1418,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,545.0,No,Morning,Night,Thursday,19
1419,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,565.0,Yes,Night,Early Morning,Thursday,19
1420,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,600.0,No,Morning,Night,Thursday,19
1421,Air Asia,Mumbai,Kolkata,2 Stop(s),7410.0,640.0,Yes,Noon,Late Night,Thursday,19
1422,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,685.0,Yes,Eve,Early Morning,Thursday,19
1423,Go First,Mumbai,Kolkata,Non Stop,7412.0,155.0,Yes,Night,Late Night,Thursday,19
1424,Go First,Mumbai,Kolkata,Non Stop,7412.0,160.0,No,Early Morning,Early Morning,Thursday,19
1425,SpiceJet,Mumbai,Kolkata,1 Stop,7412.0,255.0,No,Morning,Noon,Thursday,19
1426,SpiceJet,Mumbai,Kolkata,1 Stop,7412.0,260.0,No,Noon,Eve,Thursday,19
1427,Go First,Mumbai,Kolkata,1 Stop,7412.0,345.0,No,Early Morning,Noon,Thursday,19
1428,Go First,Mumbai,Kolkata,1 Stop,7412.0,345.0,No,Noon,Night,Thursday,19
1429,Go First,Mumbai,Kolkata,1 Stop,7412.0,440.0,No,Noon,Night,Thursday,19
1430,SpiceJet,Mumbai,Kolkata,1 Stop,7412.0,505.0,No,Early Morning,Noon,Thursday,19
1431,Go First,Mumbai,Kolkata,1 Stop,7412.0,575.0,Yes,Night,Early Morning,Thursday,19
1432,Go First,Mumbai,Kolkata,1 Stop,7412.0,590.0,Yes,Night,Early Morning,Thursday,19
1433,Go First,Mumbai,Kolkata,1 Stop,7412.0,610.0,Yes,Night,Early Morning,Thursday,19
1434,Go First,Mumbai,Kolkata,1 Stop,7412.0,670.0,Yes,Eve,Early Morning,Thursday,19
1435,Go First,Mumbai,Kolkata,1 Stop,7412.0,750.0,Yes,Eve,Early Morning,Thursday,19
1436,Go First,Mumbai,Kolkata,1 Stop,7412.0,805.0,No,Early Morning,Night,Thursday,19
1437,Go First,Mumbai,Kolkata,1 Stop,7412.0,835.0,No,Morning,Night,Thursday,19
1438,IndiGo,Mumbai,Kolkata,Non Stop,7413.0,145.0,Yes,Night,Late Night,Thursday,19
1439,IndiGo,Mumbai,Kolkata,Non Stop,7413.0,155.0,Yes,Night,Late Night,Thursday,19
1440,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,300.0,No,Eve,Night,Thursday,19
1441,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,320.0,No,Early Morning,Morning,Thursday,19
1442,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,620.0,No,Early Morning,Noon,Thursday,19
1443,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,435.0,No,Morning,Noon,Thursday,19
1444,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,635.0,Yes,Night,Early Morning,Thursday,19
1445,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,665.0,Yes,Night,Early Morning,Thursday,19
1446,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,680.0,No,Early Morning,Eve,Thursday,19
1447,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,685.0,No,Early Morning,Noon,Thursday,19
1448,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,880.0,Yes,Night,Morning,Thursday,19
1449,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,910.0,Yes,Night,Morning,Thursday,19
1450,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,1405.0,Yes,Night,Night,Thursday,19
1451,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,1435.0,Yes,Night,Night,Thursday,19
1452,Vistara,Mumbai,Kolkata,Non Stop,7833.0,160.0,No,Early Morning,Morning,Thursday,19
1453,Vistara,Mumbai,Kolkata,Non Stop,8253.0,175.0,No,Noon,Noon,Thursday,19
1454,SpiceJet,Mumbai,Kolkata,1 Stop,8358.0,1515.0,Yes,Night,Night,Thursday,19
1455,Air India,Mumbai,Kolkata,1 Stop,8585.0,650.0,Yes,Night,Early Morning,Thursday,19
1456,Air India,Mumbai,Kolkata,1 Stop,8585.0,760.0,Yes,Eve,Early Morning,Thursday,19
1457,Air India,Mumbai,Kolkata,1 Stop,8585.0,1580.0,Yes,Early Morning,Early Morning,Thursday,19
1458,Air India,Mumbai,Kolkata,1 Stop,8778.0,255.0,No,Early Morning,Morning,Thursday,19
1459,IndiGo,Mumbai,Kolkata,1 Stop,9093.0,305.0,No,Noon,Night,Thursday,19
1460,IndiGo,Mumbai,Kolkata,1 Stop,9093.0,315.0,No,Early Morning,Morning,Thursday,19
1461,IndiGo,Mumbai,Kolkata,1 Stop,9093.0,465.0,No,Noon,Night,Thursday,19
1462,IndiGo,Mumbai,Kolkata,1 Stop,9093.0,565.0,No,Morning,Night,Thursday,19
1463,IndiGo,Mumbai,Kolkata,1 Stop,9093.0,655.0,No,Morning,Night,Thursday,19
1464,IndiGo,Mumbai,Kolkata,1 Stop,9345.0,610.0,Yes,Night,Early Morning,Thursday,19
1465,IndiGo,Mumbai,Kolkata,1 Stop,9345.0,665.0,Yes,Night,Early Morning,Thursday,19
1466,Air India,Mumbai,Kolkata,2 Stop(s),9461.0,400.0,No,Noon,Night,Thursday,19
1467,Air India,Mumbai,Kolkata,2 Stop(s),9461.0,915.0,No,Early Morning,Night,Thursday,19
1468,Air India,Mumbai,Kolkata,1 Stop,9461.0,920.0,No,Early Morning,Night,Thursday,19
1469,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,320.0,No,Morning,Noon,Thursday,19
1470,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,330.0,No,Noon,Eve,Thursday,19
1471,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,375.0,No,Noon,Night,Thursday,19
1472,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,430.0,No,Morning,Eve,Thursday,19
1473,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,515.0,No,Early Morning,Noon,Thursday,19
1474,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,520.0,No,Morning,Eve,Thursday,19
1475,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,535.0,No,Noon,Night,Thursday,19
1476,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,635.0,No,Morning,Night,Thursday,19
1477,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,290.0,Yes,Eve,Late Night,Friday,20
1478,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,320.0,Yes,Eve,Late Night,Friday,20
1479,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,325.0,Yes,Eve,Late Night,Friday,20
1480,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,475.0,Yes,Night,Early Morning,Friday,20
1481,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,545.0,No,Morning,Night,Friday,20
1482,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,565.0,Yes,Night,Early Morning,Friday,20
1483,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,600.0,No,Morning,Night,Friday,20
1484,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,685.0,Yes,Eve,Early Morning,Friday,20
1485,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,710.0,No,Morning,Night,Friday,20
1486,SpiceJet,Mumbai,Kolkata,Non Stop,7412.0,155.0,No,Early Morning,Early Morning,Friday,20
1487,Go First,Mumbai,Kolkata,Non Stop,7412.0,160.0,No,Early Morning,Morning,Friday,20
1488,Go First,Mumbai,Kolkata,1 Stop,7412.0,345.0,No,Early Morning,Noon,Friday,20
1489,Go First,Mumbai,Kolkata,1 Stop,7412.0,590.0,Yes,Night,Early Morning,Friday,20
1490,Vistara,Mumbai,Kolkata,Non Stop,7413.0,160.0,No,Early Morning,Morning,Friday,20
1491,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,315.0,No,Early Morning,Morning,Friday,20
1492,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,330.0,No,Noon,Eve,Friday,20
1493,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,430.0,No,Morning,Eve,Friday,20
1494,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,465.0,No,Noon,Night,Friday,20
1495,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,515.0,No,Early Morning,Noon,Friday,20
1496,IndiGo,Mumbai,Kolkata,1 Stop,7413.0,565.0,No,Morning,Night,Friday,20
1497,SpiceJet,Mumbai,Kolkata,Non Stop,7518.0,155.0,No,Eve,Night,Friday,20
1498,Vistara,Mumbai,Kolkata,Non Stop,7518.0,165.0,No,Eve,Eve,Friday,20
1499,Vistara,Mumbai,Kolkata,Non Stop,7518.0,175.0,No,Noon,Noon,Friday,20
1500,SpiceJet,Mumbai,Kolkata,Non Stop,7728.0,155.0,No,Noon,Eve,Friday,20
1501,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,545.0,No,Early Morning,Noon,Friday,20
1502,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,740.0,No,Early Morning,Eve,Friday,20
1503,Air India,Mumbai,Kolkata,Non Stop,7833.0,160.0,No,Early Morning,Early Morning,Friday,20
1504,IndiGo,Mumbai,Kolkata,Non Stop,8253.0,155.0,No,Late Night,Late Night,Friday,20
1505,IndiGo,Mumbai,Kolkata,Non Stop,8253.0,160.0,No,Noon,Noon,Friday,20
1506,IndiGo,Mumbai,Kolkata,Non Stop,8253.0,170.0,No,Early Morning,Morning,Friday,20
1507,IndiGo,Mumbai,Kolkata,Non Stop,8253.0,180.0,No,Early Morning,Early Morning,Friday,20
1508,Air India,Mumbai,Kolkata,1 Stop,8585.0,650.0,Yes,Night,Early Morning,Friday,20
1509,Air India,Mumbai,Kolkata,1 Stop,8585.0,760.0,Yes,Eve,Early Morning,Friday,20
1510,Air India,Mumbai,Kolkata,1 Stop,8585.0,1580.0,Yes,Early Morning,Early Morning,Friday,20
1511,IndiGo,Mumbai,Kolkata,Non Stop,8673.0,165.0,No,Eve,Night,Friday,20
1512,Go First,Mumbai,Kolkata,Non Stop,8778.0,160.0,No,Night,Night,Friday,20
1513,Air Asia,Mumbai,Kolkata,Non Stop,9030.0,150.0,No,Late Night,Late Night,Friday,20
1514,Air Asia,Mumbai,Kolkata,Non Stop,9030.0,160.0,No,Noon,Eve,Friday,20
1515,IndiGo,Mumbai,Kolkata,1 Stop,9093.0,305.0,No,Noon,Night,Friday,20
1516,IndiGo,Mumbai,Kolkata,1 Stop,9093.0,655.0,No,Morning,Night,Friday,20
1517,IndiGo,Mumbai,Kolkata,1 Stop,9345.0,320.0,No,Morning,Noon,Friday,20
1518,IndiGo,Mumbai,Kolkata,1 Stop,9345.0,520.0,No,Morning,Eve,Friday,20
1519,IndiGo,Mumbai,Kolkata,1 Stop,9345.0,610.0,Yes,Night,Early Morning,Friday,20
1520,IndiGo,Mumbai,Kolkata,Non Stop,9513.0,150.0,No,Eve,Eve,Friday,20
1521,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,375.0,No,Noon,Night,Friday,20
1522,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,535.0,No,Noon,Night,Friday,20
1523,IndiGo,Mumbai,Kolkata,1 Stop,9513.0,635.0,No,Morning,Night,Friday,20
1524,Air India,Mumbai,Kolkata,2 Stop(s),9648.0,1125.0,Yes,Night,Noon,Friday,20
1525,Air India,Mumbai,Kolkata,2 Stop(s),9648.0,1235.0,Yes,Eve,Noon,Friday,20
1526,IndiGo,Mumbai,Kolkata,1 Stop,9723.0,665.0,Yes,Night,Early Morning,Friday,20
1527,Vistara,Mumbai,Kolkata,1 Stop,9896.0,300.0,No,Morning,Noon,Friday,20
1528,Vistara,Mumbai,Kolkata,1 Stop,9896.0,390.0,No,Morning,Noon,Friday,20
1529,Vistara,Mumbai,Kolkata,1 Stop,9896.0,460.0,No,Morning,Eve,Friday,20
1530,Vistara,Mumbai,Kolkata,1 Stop,9896.0,490.0,No,Early Morning,Noon,Friday,20
1531,Vistara,Mumbai,Kolkata,1 Stop,9896.0,550.0,No,Morning,Eve,Friday,20
1532,Vistara,Mumbai,Kolkata,1 Stop,9896.0,565.0,No,Early Morning,Noon,Friday,20
1533,Vistara,Mumbai,Kolkata,1 Stop,9896.0,650.0,No,Early Morning,Eve,Friday,20
1534,Vistara,Mumbai,Kolkata,1 Stop,9896.0,650.0,Yes,Night,Morning,Friday,20
1535,Vistara,Mumbai,Kolkata,1 Stop,9896.0,725.0,No,Early Morning,Eve,Friday,20
1536,Vistara,Mumbai,Kolkata,1 Stop,9896.0,740.0,No,Morning,Night,Friday,20
1537,Vistara,Mumbai,Kolkata,1 Stop,9896.0,840.0,No,Early Morning,Night,Friday,20
1538,Vistara,Mumbai,Kolkata,1 Stop,9896.0,915.0,No,Early Morning,Night,Friday,20
1539,Vistara,Mumbai,Kolkata,1 Stop,9896.0,995.0,Yes,Noon,Early Morning,Friday,20
1540,Vistara,Mumbai,Kolkata,1 Stop,9896.0,1060.0,Yes,Noon,Early Morning,Friday,20
1541,IndiGo,Mumbai,Kolkata,1 Stop,9996.0,365.0,No,Early Morning,Noon,Friday,20
1542,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,290.0,Yes,Eve,Late Night,Saturday,21
1543,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,555.0,Yes,Night,Early Morning,Saturday,21
1544,Air Asia,Mumbai,Kolkata,1 Stop,7410.0,675.0,Yes,Eve,Early Morning,Saturday,21
1545,Go First,Mumbai,Kolkata,1 Stop,7412.0,345.0,No,Early Morning,Noon,Saturday,21
1546,SpiceJet,Mumbai,Kolkata,1 Stop,7412.0,505.0,No,Early Morning,Noon,Saturday,21
1547,Go First,Mumbai,Kolkata,1 Stop,7412.0,575.0,Yes,Night,Early Morning,Saturday,21
1548,SpiceJet,Mumbai,Kolkata,1 Stop,7728.0,685.0,No,Early Morning,Noon,Saturday,21
1549,SpiceJet,Mumbai,Kolkata,1 Stop,8358.0,680.0,No,Early Morning,Eve,Saturday,21
1550,Air Asia,Mumbai,Kolkata,1 Stop,8452.0,255.0,No,Noon,Eve,Saturday,21
1551,IndiGo,Mumbai,Kolkata,1 Stop,8705.0,320.0,No,Early Morning,Morning,Saturday,21
1552,SpiceJet,Mumbai,Kolkata,1 Stop,8778.0,260.0,No,Noon,Eve,Saturday,21
1553,Air Asia,Mumbai,Kolkata,1 Stop,8988.0,500.0,Yes,Noon,Late Night,Saturday,21
1554,Air Asia,Mumbai,Kolkata,1 Stop,8988.0,545.0,No,Morning,Night,Saturday,21
1555,Air Asia,Mumbai,Kolkata,1 Stop,8988.0,800.0,Yes,Morning,Late Night,Saturday,21
1556,Air Asia,Mumbai,Kolkata,1 Stop,8988.0,805.0,Yes,Morning,Late Night,Saturday,21
1557,Vistara,Mumbai,Kolkata,Non Stop,9303.0,160.0,No,Early Morning,Morning,Saturday,21
1558,Air India,Mumbai,Kolkata,2 Stop(s),9648.0,615.0,No,Early Morning,Noon,Saturday,21
1559,Go First,Mumbai,Kolkata,1 Stop,9697.0,220.0,No,Eve,Night,Saturday,21
1560,Go First,Mumbai,Kolkata,1 Stop,9697.0,230.0,No,Early Morning,Morning,Saturday,21
1561,IndiGo,Mumbai,Kolkata,1 Stop,9723.0,330.0,No,Noon,Eve,Saturday,21
1562,IndiGo,Mumbai,Kolkata,1 Stop,9723.0,430.0,No,Morning,Eve,Saturday,21
1563,IndiGo,Mumbai,Kolkata,1 Stop,9723.0,465.0,No,Noon,Night,Saturday,21
1564,IndiGo,Mumbai,Kolkata,1 Stop,9723.0,535.0,No,Noon,Night,Saturday,21
1565,IndiGo,Mumbai,Kolkata,1 Stop,9723.0,565.0,No,Morning,Night,Saturday,21
1566,IndiGo,Mumbai,Kolkata,1 Stop,9723.0,635.0,No,Morning,Night,Saturday,21
1567,IndiGo,Mumbai,Kolkata,1 Stop,9881.0,305.0,No,Noon,Night,Saturday,21
1568,IndiGo,Mumbai,Kolkata,1 Stop,9881.0,320.0,No,Morning,Noon,Saturday,21
1569,IndiGo,Mumbai,Kolkata,1 Stop,9881.0,375.0,No,Noon,Night,Saturday,21
1570,IndiGo,Mumbai,Kolkata,1 Stop,9881.0,515.0,No,Early Morning,Noon,Saturday,21
1571,IndiGo,Mumbai,Kolkata,1 Stop,9881.0,520.0,No,Morning,Eve,Saturday,21
1572,IndiGo,Mumbai,Kolkata,1 Stop,9881.0,655.0,No,Morning,Night,Saturday,21
1573,Vistara,Mumbai,Kolkata,1 Stop,9896.0,1250.0,Yes,Night,Eve,Saturday,21
1574,Vistara,Mumbai,Kolkata,1 Stop,9896.0,1300.0,Yes,Night,Eve,Saturday,21
1575,Vistara,Mumbai,Kolkata,1 Stop,9896.0,1360.0,Yes,Eve,Eve,Saturday,21
1576,IndiGo,Mumbai,Kolkata,1 Stop,10301.0,315.0,No,Early Morning,Morning,Saturday,21
1577,Vistara,Mumbai,Kolkata,1 Stop,10369.0,650.0,Yes,Night,Morning,Saturday,21
1578,Vistara,Mumbai,Kolkata,1 Stop,10369.0,700.0,Yes,Night,Morning,Saturday,21
1579,Vistara,Mumbai,Kolkata,1 Stop,10369.0,760.0,Yes,Eve,Morning,Saturday,21
1580,Vistara,Mumbai,Kolkata,1 Stop,10369.0,830.0,Yes,Eve,Morning,Saturday,21
1581,Vistara,Mumbai,Kolkata,1 Stop,10369.0,905.0,Yes,Eve,Morning,Saturday,21
1582,Vistara,Mumbai,Kolkata,1 Stop,10369.0,965.0,Yes,Eve,Morning,Saturday,21
1583,Vistara,Mumbai,Kolkata,1 Stop,10369.0,1070.0,Yes,Noon,Morning,Saturday,21
1584,IndiGo,Mumbai,Kolkata,1 Stop,10642.0,620.0,No,Early Morning,Noon,Saturday,21
1585,Go First,Mumbai,Kolkata,1 Stop,10851.0,415.0,No,Noon,Night,Saturday,21
1586,SpiceJet,Mumbai,Kolkata,1 Stop,10878.0,255.0,No,Morning,Noon,Saturday,21
1587,Vistara,Mumbai,Kolkata,Non Stop,10983.0,175.0,No,Noon,Noon,Saturday,21
1588,Vistara,Mumbai,Kolkata,1 Stop,11156.0,460.0,No,Morning,Eve,Saturday,21
1589,Vistara,Mumbai,Kolkata,1 Stop,11156.0,550.0,No,Morning,Eve,Saturday,21
1590,Vistara,Mumbai,Kolkata,1 Stop,11156.0,650.0,No,Early Morning,Eve,Saturday,21
1591,Air Asia,Mumbai,Kolkata,2 Stop(s),11158.0,640.0,Yes,Noon,Late Night,Saturday,21
1592,Air Asia,Mumbai,Kolkata,2 Stop(s),11158.0,800.0,No,Early Morning,Night,Saturday,21
1593,Air Asia,Mumbai,Kolkata,2 Stop(s),11158.0,925.0,No,Early Morning,Night,Saturday,21
1594,Go First,Mumbai,Kolkata,1 Stop,11377.0,585.0,Yes,Night,Early Morning,Saturday,21
1595,Go First,Mumbai,Kolkata,1 Stop,11377.0,620.0,Yes,Night,Early Morning,Saturday,21
1596,Go First,Mumbai,Kolkata,1 Stop,11377.0,680.0,Yes,Eve,Early Morning,Saturday,21
1597,Air India,Mumbai,Kolkata,2 Stop(s),11538.0,1125.0,Yes,Night,Noon,Saturday,21
1598,Air India,Mumbai,Kolkata,2 Stop(s),11538.0,1235.0,Yes,Eve,Noon,Saturday,21
1599,Air India,Mumbai,Kolkata,1 Stop,11893.0,1565.0,Yes,Early Morning,Early Morning,Saturday,21
1600,Air India,Mumbai,Kolkata,1 Stop,12348.0,935.0,Yes,Noon,Early Morning,Saturday,21
1601,Air India,Mumbai,Kolkata,1 Stop,12348.0,1370.0,Yes,Morning,Early Morning,Saturday,21
1602,Air India,Mumbai,Kolkata,2 Stop(s),12541.0,1635.0,Yes,Early Morning,Morning,Saturday,21
1603,IndiGo,Mumbai,Kolkata,1 Stop,12611.0,510.0,No,Morning,Eve,Saturday,21
1604,IndiGo,Mumbai,Kolkata,1 Stop,12868.0,300.0,No,Eve,Night,Saturday,21
1605,Go First,Mumbai,Kolkata,1 Stop,13065.0,760.0,Yes,Eve,Early Morning,Saturday,21
1606,Go First,Mumbai,Kolkata,Non Stop,13292.0,160.0,No,Early Morning,Early Morning,Saturday,21
